{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.35, 'datetime': '2018-10-05 20:14:05.514653', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 87, 'pitch': -27.32, 'roll': -0.3, 'pres': 168}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.56, 'lipoC3S3': 11.61, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.36, 'datetime': '2018-10-05 20:14:05.538779', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 87, 'pitch': -27.39, 'roll': -0.42, 'pres': 169}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.56, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.36, 'datetime': '2018-10-05 20:14:05.562950', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 87, 'pitch': -27.5, 'roll': -0.48, 'pres': 168}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.61, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.36, 'datetime': '2018-10-05 20:14:05.587024', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 87, 'pitch': -27.59, 'roll': -0.48, 'pres': 169}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.36, 'datetime': '2018-10-05 20:14:05.602942', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 87, 'pitch': -27.61, 'roll': -0.47, 'pres': 168}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.61, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.3, 'datetime': '2018-10-05 20:14:05.613207', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 87, 'pitch': -27.61, 'roll': -0.34, 'pres': 168}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.61, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.19, 'datetime': '2018-10-05 20:14:05.623548', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 87, 'pitch': -27.62, 'roll': -0.16, 'pres': 169}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.13, 'datetime': '2018-10-05 20:14:05.633974', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 88, 'pitch': -27.62, 'roll': -0.04, 'pres': 168}
{'lipoC2': 7.72, 'lipoC3S1': 3.84, 'temp': 28.56, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.13, 'datetime': '2018-10-05 20:14:05.644363', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 88, 'pitch': -27.62, 'roll': -0.03, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.56, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.13, 'datetime': '2018-10-05 20:14:05.654808', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 88, 'pitch': -27.61, 'roll': -0.07, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.63, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 267, 'rot0': 281, 'rot3': 198, 'rot2': 158, 'state': 'normal', 'yaw': 23.13, 'datetime': '2018-10-05 20:14:05.665122', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 88, 'pitch': -27.68, 'roll': -0.22, 'pres': 169}
