{'lipoC2': 7.75, 'lipoC3S1': 3.86, 'temp': 28.5, 'lipoC3S3': 11.68, 'lipoC3S2': 7.73, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 11.39, 'datetime': '2018-10-05 20:08:23.906583', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 73, 'pitch': -30.34, 'roll': 8.0, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.87, 'temp': 28.5, 'lipoC3S3': 11.68, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 11.99, 'datetime': '2018-10-05 20:08:23.929145', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 73, 'pitch': -30.35, 'roll': 8.2, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.86, 'temp': 28.5, 'lipoC3S3': 11.69, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 12.75, 'datetime': '2018-10-05 20:08:23.943975', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 73, 'pitch': -30.26, 'roll': 8.22, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.68, 'lipoC3S2': 7.73, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 13.49, 'datetime': '2018-10-05 20:08:23.953750', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 73, 'pitch': -30.15, 'roll': 8.08, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.68, 'lipoC3S2': 7.73, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 14.07, 'datetime': '2018-10-05 20:08:23.963576', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 73, 'pitch': -29.86, 'roll': 8.1, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.68, 'lipoC3S2': 7.73, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 14.56, 'datetime': '2018-10-05 20:08:23.973355', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 74, 'pitch': -29.23, 'roll': 8.19, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.87, 'temp': 28.5, 'lipoC3S3': 11.68, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 15.59, 'datetime': '2018-10-05 20:08:23.983185', 'mgs': 0, 'volt': 0.8057, 'depth': 0.089, 'time': 74, 'pitch': -28.8, 'roll': 7.75, 'pres': 165}
{'lipoC2': 7.75, 'lipoC3S1': 3.86, 'temp': 28.5, 'lipoC3S3': 11.69, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 15.78, 'datetime': '2018-10-05 20:08:23.992977', 'mgs': 0, 'volt': 0.8008, 'depth': 0.012, 'time': 74, 'pitch': -28.65, 'roll': 8.03, 'pres': 164}
{'lipoC2': 7.75, 'lipoC3S1': 3.86, 'temp': 28.5, 'lipoC3S3': 11.68, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 14.57, 'datetime': '2018-10-05 20:08:24.002754', 'mgs': 0, 'volt': 0.8057, 'depth': 0.089, 'time': 74, 'pitch': -28.99, 'roll': 9.27, 'pres': 165}
{'lipoC2': 7.75, 'lipoC3S1': 3.86, 'temp': 28.5, 'lipoC3S3': 11.68, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 13.53, 'datetime': '2018-10-05 20:08:24.012557', 'mgs': 0, 'volt': 0.8057, 'depth': 0.089, 'time': 74, 'pitch': -29.18, 'roll': 10.02, 'pres': 165}
{'lipoC2': 7.75, 'lipoC3S1': 3.86, 'temp': 28.44, 'lipoC3S3': 11.68, 'lipoC3S2': 7.72, 'rot1': 287, 'rot0': 301, 'rot3': 190, 'rot2': 155, 'state': 'normal', 'yaw': 13.41, 'datetime': '2018-10-05 20:08:24.022321', 'mgs': 0, 'volt': 0.8057, 'depth': 0.089, 'time': 74, 'pitch': -29.34, 'roll': 9.59, 'pres': 165}
