{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.31, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 15.94, 'datetime': '2018-10-05 20:05:35.148515', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 54, 'pitch': -17.78, 'roll': 0.47, 'pres': 168}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 14.55, 'datetime': '2018-10-05 20:05:35.172040', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 54, 'pitch': -17.04, 'roll': 0.35, 'pres': 168}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 14.03, 'datetime': '2018-10-05 20:05:35.195608', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 54, 'pitch': -16.3, 'roll': -0.26, 'pres': 168}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 13.76, 'datetime': '2018-10-05 20:05:35.219194', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 54, 'pitch': -15.65, 'roll': -0.91, 'pres': 168}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 13.35, 'datetime': '2018-10-05 20:05:35.230728', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 54, 'pitch': -14.94, 'roll': -1.23, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 12.82, 'datetime': '2018-10-05 20:05:35.240951', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 54, 'pitch': -14.27, 'roll': -1.08, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 12.29, 'datetime': '2018-10-05 20:05:35.251167', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 54, 'pitch': -13.53, 'roll': -0.67, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 12.05, 'datetime': '2018-10-05 20:05:35.261387', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -12.89, 'roll': -0.39, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.94, 'datetime': '2018-10-05 20:05:35.271608', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -12.39, 'roll': -0.24, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.83, 'datetime': '2018-10-05 20:05:35.281816', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -11.96, 'roll': -0.22, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.7, 'datetime': '2018-10-05 20:05:35.291996', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -11.41, 'roll': -0.24, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.6, 'datetime': '2018-10-05 20:05:35.302213', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -10.97, 'roll': -0.28, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.38, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.5, 'datetime': '2018-10-05 20:05:35.312409', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -10.78, 'roll': -0.19, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.39, 'datetime': '2018-10-05 20:05:35.322590', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -10.69, 'roll': 0.12, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 11.15, 'datetime': '2018-10-05 20:05:35.332938', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -10.86, 'roll': 0.5, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 10.96, 'datetime': '2018-10-05 20:05:35.343131', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 55, 'pitch': -10.77, 'roll': 0.79, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 10.82, 'datetime': '2018-10-05 20:05:35.353292', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -10.35, 'roll': 0.86, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 10.69, 'datetime': '2018-10-05 20:05:35.363484', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 56, 'pitch': -10.25, 'roll': 0.72, 'pres': 166}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 10.41, 'datetime': '2018-10-05 20:05:35.373823', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -10.55, 'roll': 0.59, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 10.04, 'datetime': '2018-10-05 20:05:35.384191', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -11.21, 'roll': 0.65, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 9.94, 'datetime': '2018-10-05 20:05:35.394408', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -12.04, 'roll': 0.54, 'pres': 167}
{'lipoC2': 7.76, 'lipoC3S1': 3.87, 'temp': 28.44, 'lipoC3S3': 11.71, 'lipoC3S2': 7.74, 'rot1': 280, 'rot0': 297, 'rot3': 289, 'rot2': 226, 'state': 'normal', 'yaw': 9.96, 'datetime': '2018-10-05 20:05:35.404641', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -12.87, 'roll': 0.41, 'pres': 167}
