{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.18, 'datetime': '2018-10-05 20:03:09.927908', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 725, 'pitch': -18.2, 'roll': 0.24, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.28, 'datetime': '2018-10-05 20:03:09.952041', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.2, 'roll': 0.36, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.81, 'lipoC3S2': 7.8, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.39, 'datetime': '2018-10-05 20:03:09.963844', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.28, 'roll': 0.53, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 27.94, 'lipoC3S3': 11.81, 'lipoC3S2': 7.8, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.51, 'datetime': '2018-10-05 20:03:09.975484', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.36, 'roll': 0.71, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 27.94, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.63, 'datetime': '2018-10-05 20:03:09.986589', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.35, 'roll': 0.85, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 27.94, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.63, 'datetime': '2018-10-05 20:03:09.997327', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.32, 'roll': 0.79, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.61, 'datetime': '2018-10-05 20:03:10.007978', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.28, 'roll': 0.67, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.59, 'datetime': '2018-10-05 20:03:10.018349', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.25, 'roll': 0.49, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.57, 'datetime': '2018-10-05 20:03:10.028668', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.35, 'roll': 0.32, 'pres': 172}
{'lipoC2': 7.78, 'lipoC3S1': 3.9, 'temp': 28.0, 'lipoC3S3': 11.81, 'lipoC3S2': 7.8, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.56, 'datetime': '2018-10-05 20:03:10.038835', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.48, 'roll': 0.24, 'pres': 172}
{'lipoC2': 7.77, 'lipoC3S1': 3.9, 'temp': 27.94, 'lipoC3S3': 11.81, 'lipoC3S2': 7.8, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.55, 'datetime': '2018-10-05 20:03:10.049140', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 726, 'pitch': -18.53, 'roll': 0.21, 'pres': 172}
{'lipoC2': 7.77, 'lipoC3S1': 3.9, 'temp': 27.94, 'lipoC3S3': 11.81, 'lipoC3S2': 7.8, 'rot1': 229, 'rot0': 232, 'rot3': 125, 'rot2': 110, 'state': 'normal', 'yaw': -33.54, 'datetime': '2018-10-05 20:03:10.059401', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 727, 'pitch': -18.49, 'roll': 0.25, 'pres': 172}
