{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.94, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.529200', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 48, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.551755', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 48, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.573967', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 48, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.94, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.596304', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 48, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.94, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.618620', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 48, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.94, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.640816', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 49, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.651841', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 49, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.661479', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 49, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.671041', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 49, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.13, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 121, 'rot0': 127, 'rot3': 95, 'rot2': 88, 'state': 'normal', 'yaw': 130.59, 'datetime': '2018-10-03 17:41:50.680631', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 49, 'pitch': -7.52, 'roll': -0.32, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.12, 'temp': 27.88, 'lipoC3S3': 12.45, 'lipoC3S2': 8.24, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 17:41:51.037114', 'mgs': 0, 'volt': 0.9619, 'depth': 2.53, 'time': 1, 'pitch': -7.32, 'roll': -0.49, 'pres': 197}
{'lipoC2': 7.26, 'lipoC3S1': 4.12, 'temp': 27.88, 'lipoC3S3': 12.46, 'lipoC3S2': 8.24, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.0, 'datetime': '2018-10-03 17:41:51.140308', 'mgs': 0, 'volt': 0.957, 'depth': 2.454, 'time': 1, 'pitch': -7.35, 'roll': -0.51, 'pres': 196}
