{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.05, 'datetime': '2018-10-09 20:04:51.195606', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 1, 'pitch': 3.41, 'roll': -3.53, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.06, 'lipoC3S3': 11.5, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 3, 'rot2': 2, 'state': 'normal', 'yaw': 1.07, 'datetime': '2018-10-09 20:04:58.293511', 'mgs': 0, 'volt': 0.8936, 'depth': 1.462, 'time': 3, 'pitch': -2.87, 'roll': 0.33, 'pres': 183}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.06, 'lipoC3S3': 11.5, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 4, 'rot2': 3, 'state': 'normal', 'yaw': 0.84, 'datetime': '2018-10-09 20:04:58.309271', 'mgs': 0, 'volt': 0.8838, 'depth': 1.309, 'time': 3, 'pitch': -1.89, 'roll': 0.72, 'pres': 181}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.06, 'lipoC3S3': 11.52, 'lipoC3S2': 7.62, 'rot1': 0, 'rot0': 0, 'rot3': 5, 'rot2': 4, 'state': 'normal', 'yaw': 0.59, 'datetime': '2018-10-09 20:04:58.325041', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 3, 'pitch': -0.75, 'roll': 1.15, 'pres': 179}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 0, 'rot0': 0, 'rot3': 6, 'rot2': 5, 'state': 'normal', 'yaw': 0.34, 'datetime': '2018-10-09 20:04:58.340883', 'mgs': 0, 'volt': 0.8887, 'depth': 1.385, 'time': 3, 'pitch': 0.25, 'roll': 1.47, 'pres': 182}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.06, 'lipoC3S3': 11.55, 'lipoC3S2': 7.66, 'rot1': 0, 'rot0': 0, 'rot3': 7, 'rot2': 5, 'state': 'normal', 'yaw': 0.12, 'datetime': '2018-10-09 20:04:58.356818', 'mgs': 0, 'volt': 0.8887, 'depth': 1.385, 'time': 3, 'pitch': 1.11, 'roll': 1.66, 'pres': 182}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.56, 'lipoC3S2': 7.64, 'rot1': 0, 'rot0': 0, 'rot3': 8, 'rot2': 6, 'state': 'normal', 'yaw': -0.11, 'datetime': '2018-10-09 20:04:58.372605', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 3, 'pitch': 1.8, 'roll': 1.76, 'pres': 179}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.5, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 9, 'rot2': 7, 'state': 'normal', 'yaw': -0.39, 'datetime': '2018-10-09 20:04:58.388376', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 3, 'pitch': 2.34, 'roll': 1.76, 'pres': 179}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 10, 'rot2': 8, 'state': 'normal', 'yaw': -0.71, 'datetime': '2018-10-09 20:04:58.404226', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 4, 'pitch': 2.73, 'roll': 1.74, 'pres': 179}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.48, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 11, 'rot2': 9, 'state': 'normal', 'yaw': -1.04, 'datetime': '2018-10-09 20:04:58.420048', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 4, 'pitch': 3.08, 'roll': 1.72, 'pres': 178}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.5, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 12, 'rot2': 9, 'state': 'normal', 'yaw': -1.35, 'datetime': '2018-10-09 20:04:58.436035', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': 3.3, 'roll': 1.66, 'pres': 176}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.56, 'lipoC3S2': 7.64, 'rot1': 0, 'rot0': 0, 'rot3': 13, 'rot2': 10, 'state': 'normal', 'yaw': -1.64, 'datetime': '2018-10-09 20:04:58.452038', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 4, 'pitch': 3.36, 'roll': 1.44, 'pres': 174}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 0, 'rot0': 0, 'rot3': 14, 'rot2': 11, 'state': 'normal', 'yaw': -1.86, 'datetime': '2018-10-09 20:04:58.467952', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': 3.22, 'roll': 0.99, 'pres': 176}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.54, 'lipoC3S2': 7.62, 'rot1': 0, 'rot0': 0, 'rot3': 15, 'rot2': 12, 'state': 'normal', 'yaw': -1.95, 'datetime': '2018-10-09 20:04:58.483856', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 4, 'pitch': 2.93, 'roll': 0.42, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.62, 'rot1': 0, 'rot0': 0, 'rot3': 16, 'rot2': 13, 'state': 'normal', 'yaw': -1.96, 'datetime': '2018-10-09 20:04:58.499729', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 4, 'pitch': 2.49, 'roll': -0.17, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.62, 'rot1': 0, 'rot0': 0, 'rot3': 17, 'rot2': 13, 'state': 'normal', 'yaw': -1.94, 'datetime': '2018-10-09 20:04:58.515604', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 4, 'pitch': 1.89, 'roll': -0.64, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.51, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 18, 'rot2': 14, 'state': 'normal', 'yaw': -1.94, 'datetime': '2018-10-09 20:04:58.531497', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 4, 'pitch': 1.26, 'roll': -0.8, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.66, 'rot1': 0, 'rot0': 0, 'rot3': 19, 'rot2': 15, 'state': 'normal', 'yaw': -1.93, 'datetime': '2018-10-09 20:04:58.547388', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 4, 'pitch': 0.62, 'roll': -0.8, 'pres': 171}
{'lipoC2': 7.33, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.58, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 21, 'rot2': 16, 'state': 'normal', 'yaw': -1.99, 'datetime': '2018-10-09 20:04:58.563274', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 5, 'pitch': 0.07, 'roll': -0.65, 'pres': 170}
{'lipoC2': 7.33, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.64, 'rot1': 0, 'rot0': 0, 'rot3': 22, 'rot2': 17, 'state': 'normal', 'yaw': -2.06, 'datetime': '2018-10-09 20:04:58.579258', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 5, 'pitch': -0.21, 'roll': -0.46, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.63, 'rot1': 0, 'rot0': 0, 'rot3': 23, 'rot2': 18, 'state': 'normal', 'yaw': -2.16, 'datetime': '2018-10-09 20:04:58.595148', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 5, 'pitch': -0.32, 'roll': -0.25, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.61, 'rot1': 0, 'rot0': 0, 'rot3': 24, 'rot2': 19, 'state': 'normal', 'yaw': -2.28, 'datetime': '2018-10-09 20:04:58.611383', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 5, 'pitch': -0.21, 'roll': -0.1, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.51, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 25, 'rot2': 20, 'state': 'normal', 'yaw': -2.37, 'datetime': '2018-10-09 20:04:58.627362', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 5, 'pitch': -0.02, 'roll': -0.04, 'pres': 170}
{'lipoC2': 7.33, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.63, 'rot1': 0, 'rot0': 0, 'rot3': 26, 'rot2': 21, 'state': 'normal', 'yaw': -2.44, 'datetime': '2018-10-09 20:04:58.643278', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 5, 'pitch': 0.15, 'roll': -0.04, 'pres': 167}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.61, 'rot1': 0, 'rot0': 0, 'rot3': 28, 'rot2': 22, 'state': 'normal', 'yaw': -2.52, 'datetime': '2018-10-09 20:04:58.659175', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 5, 'pitch': 0.25, 'roll': -0.16, 'pres': 167}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 29, 'rot2': 23, 'state': 'normal', 'yaw': -2.57, 'datetime': '2018-10-09 20:04:58.674540', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 5, 'pitch': 0.26, 'roll': -0.36, 'pres': 170}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.64, 'rot1': 0, 'rot0': 0, 'rot3': 30, 'rot2': 23, 'state': 'normal', 'yaw': -2.6, 'datetime': '2018-10-09 20:04:58.689875', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 5, 'pitch': 0.25, 'roll': -0.6, 'pres': 171}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 0, 'rot0': 0, 'rot3': 31, 'rot2': 24, 'state': 'normal', 'yaw': -2.66, 'datetime': '2018-10-09 20:04:58.705253', 'mgs': 0, 'volt': 0.8057, 'depth': 0.089, 'time': 6, 'pitch': 0.3, 'roll': -0.81, 'pres': 165}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.54, 'lipoC3S2': 7.62, 'rot1': 0, 'rot0': 0, 'rot3': 32, 'rot2': 25, 'state': 'normal', 'yaw': -2.71, 'datetime': '2018-10-09 20:04:58.720618', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 6, 'pitch': 0.42, 'roll': -0.95, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.06, 'lipoC3S3': 11.51, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 33, 'rot2': 26, 'state': 'normal', 'yaw': -2.71, 'datetime': '2018-10-09 20:04:58.736003', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 6, 'pitch': 0.56, 'roll': -1.06, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 34, 'rot2': 27, 'state': 'normal', 'yaw': -2.7, 'datetime': '2018-10-09 20:04:58.751360', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 6, 'pitch': 0.72, 'roll': -1.07, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 1, 'rot0': 0, 'rot3': 35, 'rot2': 28, 'state': 'normal', 'yaw': -2.65, 'datetime': '2018-10-09 20:04:58.766689', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 6, 'pitch': 0.84, 'roll': -1.06, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.79, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.65, 'rot1': 1, 'rot0': 1, 'rot3': 37, 'rot2': 29, 'state': 'normal', 'yaw': -2.56, 'datetime': '2018-10-09 20:04:58.782076', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 6, 'pitch': 0.93, 'roll': -1.06, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 1, 'rot0': 1, 'rot3': 38, 'rot2': 30, 'state': 'normal', 'yaw': -2.44, 'datetime': '2018-10-09 20:04:58.797527', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 6, 'pitch': 0.96, 'roll': -1.06, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 1, 'rot0': 1, 'rot3': 39, 'rot2': 31, 'state': 'normal', 'yaw': -2.3, 'datetime': '2018-10-09 20:04:58.812862', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 6, 'pitch': 0.92, 'roll': -1.05, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.62, 'rot1': 2, 'rot0': 2, 'rot3': 40, 'rot2': 32, 'state': 'normal', 'yaw': -2.08, 'datetime': '2018-10-09 20:04:58.828208', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 6, 'pitch': 0.91, 'roll': -1.04, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.61, 'rot1': 2, 'rot0': 2, 'rot3': 41, 'rot2': 33, 'state': 'normal', 'yaw': -1.86, 'datetime': '2018-10-09 20:04:58.843601', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 6, 'pitch': 0.88, 'roll': -0.97, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 26.94, 'lipoC3S3': 11.56, 'lipoC3S2': 7.64, 'rot1': 2, 'rot0': 2, 'rot3': 42, 'rot2': 34, 'state': 'normal', 'yaw': -1.64, 'datetime': '2018-10-09 20:04:58.858952', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 7, 'pitch': 0.92, 'roll': -0.85, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 2, 'rot0': 2, 'rot3': 43, 'rot2': 34, 'state': 'normal', 'yaw': -1.4, 'datetime': '2018-10-09 20:04:58.874294', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 7, 'pitch': 0.91, 'roll': -0.66, 'pres': 171}
{'lipoC2': 7.3, 'lipoC3S1': 3.79, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.62, 'rot1': 2, 'rot0': 2, 'rot3': 44, 'rot2': 35, 'state': 'normal', 'yaw': -1.13, 'datetime': '2018-10-09 20:04:58.889596', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 7, 'pitch': 0.86, 'roll': -0.53, 'pres': 168}
{'lipoC2': 7.3, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 3, 'rot0': 3, 'rot3': 46, 'rot2': 36, 'state': 'normal', 'yaw': -0.83, 'datetime': '2018-10-09 20:04:58.904932', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 7, 'pitch': 0.85, 'roll': -0.48, 'pres': 172}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.62, 'rot1': 3, 'rot0': 3, 'rot3': 47, 'rot2': 37, 'state': 'normal', 'yaw': -0.45, 'datetime': '2018-10-09 20:04:58.920209', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 7, 'pitch': 0.82, 'roll': -0.47, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.79, 'temp': 26.94, 'lipoC3S3': 11.52, 'lipoC3S2': 7.61, 'rot1': 3, 'rot0': 3, 'rot3': 48, 'rot2': 38, 'state': 'normal', 'yaw': -0.06, 'datetime': '2018-10-09 20:04:58.935647', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 7, 'pitch': 0.79, 'roll': -0.57, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.5, 'lipoC3S2': 7.6, 'rot1': 3, 'rot0': 3, 'rot3': 49, 'rot2': 39, 'state': 'normal', 'yaw': 0.35, 'datetime': '2018-10-09 20:04:58.951067', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 7, 'pitch': 0.78, 'roll': -0.72, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.5, 'lipoC3S2': 7.64, 'rot1': 4, 'rot0': 4, 'rot3': 50, 'rot2': 40, 'state': 'normal', 'yaw': 0.83, 'datetime': '2018-10-09 20:04:59.053816', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 7, 'pitch': 0.77, 'roll': -0.91, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 4, 'rot0': 4, 'rot3': 51, 'rot2': 41, 'state': 'normal', 'yaw': 1.27, 'datetime': '2018-10-09 20:04:59.157354', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 7, 'pitch': 0.77, 'roll': -1.07, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.63, 'rot1': 4, 'rot0': 4, 'rot3': 52, 'rot2': 42, 'state': 'normal', 'yaw': 1.74, 'datetime': '2018-10-09 20:04:59.261129', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 7, 'pitch': 0.75, 'roll': -1.21, 'pres': 167}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.61, 'rot1': 4, 'rot0': 4, 'rot3': 53, 'rot2': 43, 'state': 'normal', 'yaw': 2.26, 'datetime': '2018-10-09 20:04:59.364672', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 8, 'pitch': 0.71, 'roll': -1.29, 'pres': 167}
{'lipoC2': 7.32, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 5, 'rot0': 4, 'rot3': 55, 'rot2': 44, 'state': 'normal', 'yaw': 2.75, 'datetime': '2018-10-09 20:04:59.468222', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 8, 'pitch': 0.66, 'roll': -1.28, 'pres': 172}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.62, 'rot1': 5, 'rot0': 5, 'rot3': 56, 'rot2': 45, 'state': 'normal', 'yaw': 3.24, 'datetime': '2018-10-09 20:04:59.578981', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 8, 'pitch': 0.72, 'roll': -1.22, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.79, 'temp': 27.0, 'lipoC3S3': 11.51, 'lipoC3S2': 7.61, 'rot1': 5, 'rot0': 5, 'rot3': 57, 'rot2': 45, 'state': 'normal', 'yaw': 3.8, 'datetime': '2018-10-09 20:04:59.682471', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 8, 'pitch': 0.87, 'roll': -1.07, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.61, 'rot1': 5, 'rot0': 5, 'rot3': 58, 'rot2': 46, 'state': 'normal', 'yaw': 4.31, 'datetime': '2018-10-09 20:04:59.801414', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 8, 'pitch': 1.01, 'roll': -0.94, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.63, 'rot1': 5, 'rot0': 5, 'rot3': 59, 'rot2': 47, 'state': 'normal', 'yaw': 4.86, 'datetime': '2018-10-09 20:04:59.884383', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 8, 'pitch': 1.12, 'roll': -0.81, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.63, 'rot1': 5, 'rot0': 5, 'rot3': 60, 'rot2': 48, 'state': 'normal', 'yaw': 5.35, 'datetime': '2018-10-09 20:04:59.999869', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 8, 'pitch': 1.14, 'roll': -0.75, 'pres': 172}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.5, 'lipoC3S2': 7.64, 'rot1': 6, 'rot0': 5, 'rot3': 61, 'rot2': 49, 'state': 'normal', 'yaw': 5.85, 'datetime': '2018-10-09 20:05:00.092788', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 8, 'pitch': 1.11, 'roll': -0.72, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 26.94, 'lipoC3S3': 11.51, 'lipoC3S2': 7.65, 'rot1': 6, 'rot0': 5, 'rot3': 62, 'rot2': 50, 'state': 'normal', 'yaw': 6.37, 'datetime': '2018-10-09 20:05:00.196605', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 8, 'pitch': 1.04, 'roll': -0.69, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 6, 'rot0': 6, 'rot3': 64, 'rot2': 51, 'state': 'normal', 'yaw': 6.88, 'datetime': '2018-10-09 20:05:00.299919', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 9, 'pitch': 0.91, 'roll': -0.66, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.63, 'rot1': 6, 'rot0': 6, 'rot3': 65, 'rot2': 52, 'state': 'normal', 'yaw': 7.41, 'datetime': '2018-10-09 20:05:00.417094', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 9, 'pitch': 0.87, 'roll': -0.68, 'pres': 170}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 26.94, 'lipoC3S3': 11.54, 'lipoC3S2': 7.61, 'rot1': 6, 'rot0': 6, 'rot3': 66, 'rot2': 53, 'state': 'normal', 'yaw': 7.96, 'datetime': '2018-10-09 20:05:00.507063', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 9, 'pitch': 0.87, 'roll': -0.68, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 26.94, 'lipoC3S3': 11.52, 'lipoC3S2': 7.61, 'rot1': 6, 'rot0': 6, 'rot3': 67, 'rot2': 54, 'state': 'normal', 'yaw': 8.42, 'datetime': '2018-10-09 20:05:00.610710', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 9, 'pitch': 0.87, 'roll': -0.67, 'pres': 167}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.52, 'lipoC3S2': 7.61, 'rot1': 6, 'rot0': 6, 'rot3': 68, 'rot2': 55, 'state': 'normal', 'yaw': 8.93, 'datetime': '2018-10-09 20:05:00.714177', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 9, 'pitch': 0.97, 'roll': -0.67, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.51, 'lipoC3S2': 7.65, 'rot1': 6, 'rot0': 6, 'rot3': 69, 'rot2': 56, 'state': 'normal', 'yaw': 9.5, 'datetime': '2018-10-09 20:05:00.817739', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 9, 'pitch': 1.05, 'roll': -0.66, 'pres': 169}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 26.94, 'lipoC3S3': 11.5, 'lipoC3S2': 7.64, 'rot1': 7, 'rot0': 6, 'rot3': 70, 'rot2': 57, 'state': 'normal', 'yaw': 9.97, 'datetime': '2018-10-09 20:05:00.921297', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 9, 'pitch': 1.04, 'roll': -0.64, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.54, 'lipoC3S2': 7.62, 'rot1': 7, 'rot0': 6, 'rot3': 71, 'rot2': 58, 'state': 'normal', 'yaw': 10.46, 'datetime': '2018-10-09 20:05:01.025249', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 9, 'pitch': 1.01, 'roll': -0.66, 'pres': 168}
{'lipoC2': 7.32, 'lipoC3S1': 3.8, 'temp': 27.0, 'lipoC3S3': 11.52, 'lipoC3S2': 7.62, 'rot1': 7, 'rot0': 6, 'rot3': 73, 'rot2': 58, 'state': 'normal', 'yaw': 10.97, 'datetime': '2018-10-09 20:05:01.128810', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 9, 'pitch': 0.97, 'roll': -0.65, 'pres': 171}
