{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:22.199740', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.233398', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.264688', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.289661', 'mgs': 1, 'volt': 0.7861, 'depth': -0.217, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 161}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.306880', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.326491', 'mgs': 1, 'volt': 0.7861, 'depth': -0.217, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 161}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.346402', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.1, 'temp': 27.81, 'lipoC3S3': 12.38, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.366328', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.385930', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 140, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.402203', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.17, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.418375', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.434592', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.450741', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.466898', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.17, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.483166', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.503151', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.523027', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.542953', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 141, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.562803', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 142, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.582599', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 142, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.81, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.601795', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 142, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.621720', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 142, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
{'lipoC2': 7.54, 'lipoC3S1': 4.09, 'temp': 27.88, 'lipoC3S3': 12.37, 'lipoC3S2': 8.18, 'rot1': 145, 'rot0': 153, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.18, 'datetime': '2018-10-05 17:21:28.641532', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 142, 'pitch': -4.38, 'roll': -1.83, 'pres': 160}
