{'lipoC2': 7.48, 'lipoC3S1': 3.89, 'temp': 30.31, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-10 01:00:08.442488', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -4.52, 'roll': -7.55, 'pres': 167}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.31, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.28, 'datetime': '2018-10-10 01:00:08.464131', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -4.14, 'roll': -6.65, 'pres': 167}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.68, 'datetime': '2018-10-10 01:00:08.485936', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -4.14, 'roll': -5.65, 'pres': 167}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.23, 'datetime': '2018-10-10 01:00:08.507695', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -4.04, 'roll': -4.41, 'pres': 167}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.1, 'datetime': '2018-10-10 01:00:08.526093', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 1, 'pitch': -3.8, 'roll': -3.17, 'pres': 166}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.84, 'datetime': '2018-10-10 01:00:08.535569', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -3.81, 'roll': -2.43, 'pres': 167}
{'lipoC2': 7.48, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.22, 'datetime': '2018-10-10 01:00:08.545011', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -4.0, 'roll': -1.94, 'pres': 167}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.26, 'datetime': '2018-10-10 01:00:08.554466', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 1, 'pitch': -4.07, 'roll': -1.47, 'pres': 167}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.38, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.09, 'datetime': '2018-10-10 01:00:08.585374', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 2, 'pitch': -3.92, 'roll': -0.87, 'pres': 168}
{'lipoC2': 7.48, 'lipoC3S1': 3.89, 'temp': 30.31, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.94, 'datetime': '2018-10-10 01:00:08.688625', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 2, 'pitch': -3.45, 'roll': 0.02, 'pres': 168}
{'lipoC2': 7.49, 'lipoC3S1': 3.89, 'temp': 30.31, 'lipoC3S3': 11.76, 'lipoC3S2': 7.79, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.9, 'datetime': '2018-10-10 01:00:08.792058', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 2, 'pitch': -3.08, 'roll': 1.09, 'pres': 168}
