{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 273, 'rot0': 252, 'rot3': 180, 'rot2': 153, 'state': 'normal', 'yaw': -46.61, 'datetime': '2018-10-03 16:57:08.926190', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 911, 'pitch': 32.02, 'roll': -153.88, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 23.68, 'datetime': '2018-10-03 16:57:09.602027', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -3.31, 'roll': -2.06, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 23.44, 'datetime': '2018-10-03 16:57:09.705835', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -4.09, 'roll': -1.42, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 23.23, 'datetime': '2018-10-03 16:57:09.809956', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -4.6, 'roll': -1.03, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 23.02, 'datetime': '2018-10-03 16:57:09.913646', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -5.0, 'roll': -0.74, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.79, 'datetime': '2018-10-03 16:57:10.021118', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -5.3, 'roll': -0.51, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.66, 'datetime': '2018-10-03 16:57:10.127139', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -5.55, 'roll': -0.5, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.6, 'datetime': '2018-10-03 16:57:10.231154', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 2, 'pitch': -5.79, 'roll': -0.71, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.52, 'datetime': '2018-10-03 16:57:10.327306', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 3, 'pitch': -5.93, 'roll': -0.88, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.43, 'datetime': '2018-10-03 16:57:10.430500', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -5.99, 'roll': -0.98, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.3, 'datetime': '2018-10-03 16:57:10.533860', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.11, 'roll': -0.95, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 22.14, 'datetime': '2018-10-03 16:57:10.636947', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.2, 'roll': -0.88, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.99, 'datetime': '2018-10-03 16:57:10.740075', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.24, 'roll': -0.81, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.88, 'datetime': '2018-10-03 16:57:10.844487', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.26, 'roll': -0.73, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.77, 'datetime': '2018-10-03 16:57:10.947636', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.21, 'roll': -0.65, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.73, 'datetime': '2018-10-03 16:57:11.057316', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.15, 'roll': -0.58, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.7, 'datetime': '2018-10-03 16:57:11.160772', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -6.04, 'roll': -0.52, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.69, 'datetime': '2018-10-03 16:57:11.263896', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 3, 'pitch': -5.98, 'roll': -0.46, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.63, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.68, 'datetime': '2018-10-03 16:57:11.367080', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.92, 'roll': -0.42, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.68, 'datetime': '2018-10-03 16:57:11.471507', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.84, 'roll': -0.38, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.68, 'datetime': '2018-10-03 16:57:11.574554', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.73, 'roll': -0.34, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.67, 'datetime': '2018-10-03 16:57:11.677724', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.62, 'roll': -0.31, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.67, 'datetime': '2018-10-03 16:57:11.782200', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.53, 'roll': -0.28, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.66, 'datetime': '2018-10-03 16:57:11.885561', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 4, 'pitch': -5.45, 'roll': -0.25, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.59, 'datetime': '2018-10-03 16:57:11.988697', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 4, 'pitch': -5.36, 'roll': -0.24, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.49, 'datetime': '2018-10-03 16:57:12.091786', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.28, 'roll': -0.28, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.37, 'datetime': '2018-10-03 16:57:12.195153', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 4, 'pitch': -5.2, 'roll': -0.32, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.26, 'datetime': '2018-10-03 16:57:12.298283', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 4, 'pitch': -5.11, 'roll': -0.32, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.15, 'datetime': '2018-10-03 16:57:12.401309', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.04, 'roll': -0.32, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 21.02, 'datetime': '2018-10-03 16:57:12.504553', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.04, 'roll': -0.31, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 20.86, 'datetime': '2018-10-03 16:57:12.607657', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.04, 'roll': -0.3, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 20.71, 'datetime': '2018-10-03 16:57:12.710724', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.08, 'roll': -0.28, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 20.54, 'datetime': '2018-10-03 16:57:12.808033', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.18, 'roll': -0.27, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 20.36, 'datetime': '2018-10-03 16:57:12.911871', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.31, 'roll': -0.25, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 20.15, 'datetime': '2018-10-03 16:57:13.015006', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.46, 'roll': -0.23, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.96, 'datetime': '2018-10-03 16:57:13.119407', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.58, 'roll': -0.21, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.8, 'datetime': '2018-10-03 16:57:13.223102', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 5, 'pitch': -5.72, 'roll': -0.2, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.62, 'datetime': '2018-10-03 16:57:13.326216', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -5.89, 'roll': -0.18, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.48, 'datetime': '2018-10-03 16:57:13.430460', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.02, 'roll': -0.16, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.35, 'datetime': '2018-10-03 16:57:13.534347', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.14, 'roll': -0.15, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.22, 'datetime': '2018-10-03 16:57:13.637422', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.25, 'roll': -0.14, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.11, 'datetime': '2018-10-03 16:57:13.740581', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.34, 'roll': -0.14, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 19.03, 'datetime': '2018-10-03 16:57:13.844520', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.35, 'roll': -0.25, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 18.95, 'datetime': '2018-10-03 16:57:13.947700', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.35, 'roll': -0.38, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 18.95, 'datetime': '2018-10-03 16:57:14.050806', 'mgs': 0, 'volt': 1.0303, 'depth': 3.598, 'time': 6, 'pitch': -6.39, 'roll': -0.58, 'pres': 211}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 18.94, 'datetime': '2018-10-03 16:57:14.153974', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 6, 'pitch': -6.34, 'roll': -0.77, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 18.86, 'datetime': '2018-10-03 16:57:14.257052', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 6, 'pitch': -6.47, 'roll': -0.81, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 18.72, 'datetime': '2018-10-03 16:57:14.360204', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 7, 'pitch': -6.62, 'roll': -0.77, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.0, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 18.5, 'datetime': '2018-10-03 16:57:14.463416', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 7, 'pitch': -6.65, 'roll': -0.69, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 17.99, 'datetime': '2018-10-03 16:57:14.567103', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 7, 'pitch': -6.45, 'roll': -0.52, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 16.67, 'datetime': '2018-10-03 16:57:14.670190', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 7, 'pitch': -6.26, 'roll': -0.21, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.75, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 14.39, 'datetime': '2018-10-03 16:57:14.774279', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 7, 'pitch': -6.58, 'roll': 0.54, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 11.32, 'datetime': '2018-10-03 16:57:14.878937', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 7, 'pitch': -7.34, 'roll': 1.17, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 25.69, 'lipoC3S3': 12.13, 'lipoC3S2': 8.01, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 7.14, 'datetime': '2018-10-03 16:57:14.984370', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 7, 'pitch': -7.98, 'roll': 2.01, 'pres': 209}
