{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.92, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 14.22, 'datetime': '2018-10-05 19:44:02.649283', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 291, 'pitch': -9.79, 'roll': 4.47, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.92, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 13.95, 'datetime': '2018-10-05 19:44:02.677275', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 291, 'pitch': -9.77, 'roll': 4.52, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.9, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 13.71, 'datetime': '2018-10-05 19:44:02.703437', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 291, 'pitch': -9.75, 'roll': 4.56, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.9, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 13.46, 'datetime': '2018-10-05 19:44:02.727670', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 291, 'pitch': -9.73, 'roll': 4.6, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.13, 'lipoC3S3': 11.92, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 13.22, 'datetime': '2018-10-05 19:44:02.751890', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 291, 'pitch': -9.71, 'roll': 4.64, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.13, 'lipoC3S3': 11.92, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 12.93, 'datetime': '2018-10-05 19:44:02.771960', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 291, 'pitch': -9.68, 'roll': 4.69, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.13, 'lipoC3S3': 11.9, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 12.65, 'datetime': '2018-10-05 19:44:02.783262', 'mgs': 0, 'volt': 1.0059, 'depth': 3.217, 'time': 292, 'pitch': -9.66, 'roll': 4.74, 'pres': 206}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.92, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 12.35, 'datetime': '2018-10-05 19:44:02.793954', 'mgs': 0, 'volt': 1.001, 'depth': 3.14, 'time': 292, 'pitch': -9.64, 'roll': 4.85, 'pres': 205}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.9, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 12.01, 'datetime': '2018-10-05 19:44:02.804183', 'mgs': 0, 'volt': 1.001, 'depth': 3.14, 'time': 292, 'pitch': -9.61, 'roll': 5.01, 'pres': 205}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.9, 'lipoC3S2': 7.87, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 11.7, 'datetime': '2018-10-05 19:44:02.814389', 'mgs': 0, 'volt': 1.001, 'depth': 3.14, 'time': 292, 'pitch': -9.58, 'roll': 5.16, 'pres': 205}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.9, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 11.36, 'datetime': '2018-10-05 19:44:02.824665', 'mgs': 0, 'volt': 1.001, 'depth': 3.14, 'time': 292, 'pitch': -9.55, 'roll': 5.31, 'pres': 205}
{'lipoC2': 7.84, 'lipoC3S1': 3.94, 'temp': 28.06, 'lipoC3S3': 11.9, 'lipoC3S2': 7.88, 'rot1': 300, 'rot0': 304, 'rot3': 249, 'rot2': 201, 'state': 'normal', 'yaw': 11.04, 'datetime': '2018-10-05 19:44:02.834749', 'mgs': 0, 'volt': 1.001, 'depth': 3.14, 'time': 292, 'pitch': -9.51, 'roll': 5.37, 'pres': 205}
