{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.44, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 14.68, 'datetime': '2018-10-05 20:16:22.256444', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 115, 'pitch': -36.09, 'roll': 2.56, 'pres': 169}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.44, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 14.79, 'datetime': '2018-10-05 20:16:22.279302', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 115, 'pitch': -36.09, 'roll': 2.48, 'pres': 169}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 14.93, 'datetime': '2018-10-05 20:16:22.302187', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 115, 'pitch': -36.09, 'roll': 2.3, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.09, 'datetime': '2018-10-05 20:16:22.313399', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 115, 'pitch': -36.09, 'roll': 2.11, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.22, 'datetime': '2018-10-05 20:16:22.323311', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 115, 'pitch': -36.04, 'roll': 2.02, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.36, 'datetime': '2018-10-05 20:16:22.333231', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 116, 'pitch': -36.05, 'roll': 1.93, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.52, 'datetime': '2018-10-05 20:16:22.343139', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 116, 'pitch': -36.05, 'roll': 1.92, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.44, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.64, 'datetime': '2018-10-05 20:16:22.353025', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 116, 'pitch': -36.08, 'roll': 1.96, 'pres': 169}
{'lipoC2': 7.71, 'lipoC3S1': 3.84, 'temp': 28.44, 'lipoC3S3': 11.6, 'lipoC3S2': 7.68, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.69, 'datetime': '2018-10-05 20:16:22.362928', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 116, 'pitch': -36.13, 'roll': 2.03, 'pres': 169}
{'lipoC2': 7.7, 'lipoC3S1': 3.83, 'temp': 28.44, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.77, 'datetime': '2018-10-05 20:16:22.372818', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 116, 'pitch': -36.13, 'roll': 2.02, 'pres': 169}
{'lipoC2': 7.7, 'lipoC3S1': 3.83, 'temp': 28.44, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.82, 'datetime': '2018-10-05 20:16:22.382937', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 116, 'pitch': -36.13, 'roll': 1.99, 'pres': 169}
{'lipoC2': 7.7, 'lipoC3S1': 3.83, 'temp': 28.44, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.82, 'datetime': '2018-10-05 20:16:22.392847', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 116, 'pitch': -36.13, 'roll': 1.99, 'pres': 169}
{'lipoC2': 7.7, 'lipoC3S1': 3.83, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.82, 'datetime': '2018-10-05 20:16:22.402753', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 116, 'pitch': -36.13, 'roll': 1.99, 'pres': 168}
{'lipoC2': 7.7, 'lipoC3S1': 3.83, 'temp': 28.5, 'lipoC3S3': 11.6, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.82, 'datetime': '2018-10-05 20:16:22.412637', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 116, 'pitch': -36.13, 'roll': 1.99, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.83, 'temp': 28.5, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.8, 'datetime': '2018-10-05 20:16:22.422706', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 116, 'pitch': -36.18, 'roll': 1.98, 'pres': 168}
{'lipoC2': 7.7, 'lipoC3S1': 3.83, 'temp': 28.5, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.71, 'datetime': '2018-10-05 20:16:22.433584', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 117, 'pitch': -36.22, 'roll': 2.04, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.83, 'temp': 28.44, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.69, 'datetime': '2018-10-05 20:16:22.538345', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 117, 'pitch': -36.22, 'roll': 2.05, 'pres': 168}
{'lipoC2': 7.71, 'lipoC3S1': 3.83, 'temp': 28.44, 'lipoC3S3': 11.59, 'lipoC3S2': 7.67, 'rot1': 316, 'rot0': 330, 'rot3': 151, 'rot2': 129, 'state': 'normal', 'yaw': 15.69, 'datetime': '2018-10-05 20:16:22.642664', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 117, 'pitch': -36.23, 'roll': 2.05, 'pres': 168}
