{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:02.321196', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 1, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.352827', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 1, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.376371', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 1, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.411910', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 1, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.424483', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 1, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.444728', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 1, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.454759', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.474954', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.485001', 'mgs': 1, 'volt': 0.7861, 'depth': -0.217, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 161}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.505243', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.515298', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.535504', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.545522', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.565735', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.575931', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 2, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.596200', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 3, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
{'lipoC2': 7.91, 'lipoC3S1': 4.16, 'temp': 25.69, 'lipoC3S3': 12.58, 'lipoC3S2': 8.32, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-05 15:32:08.606229', 'mgs': 1, 'volt': 0.7813, 'depth': -0.293, 'time': 3, 'pitch': -5.6, 'roll': -1.85, 'pres': 160}
