{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.88, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:48.843927', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 19, 'pitch': -3.95, 'roll': 0.05, 'pres': 184}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.878643', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 19, 'pitch': -3.95, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.888818', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 19, 'pitch': -3.95, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.919548', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 19, 'pitch': -3.95, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.945679', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 19, 'pitch': -3.94, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.88, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.961857', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 19, 'pitch': -3.94, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.88, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.978004', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 19, 'pitch': -3.94, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.88, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:51.993878', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 20, 'pitch': -3.94, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.009978', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 20, 'pitch': -3.96, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.026035', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 184}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.042041', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 184}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.54, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.058172', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 184}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.54, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.074253', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.090394', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 184}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.106514', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 184}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.88, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.122617', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 26.88, 'lipoC3S3': 11.55, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.138770', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 20, 'pitch': -4.0, 'roll': 0.05, 'pres': 185}
{'lipoC2': 7.27, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.54, 'lipoC3S2': 7.64, 'rot1': 50, 'rot0': 49, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -155.91, 'datetime': '2018-10-09 20:24:52.154699', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 21, 'pitch': -4.0, 'roll': 0.05, 'pres': 185}
