{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 8.49, 'datetime': '2018-10-03 17:37:49.069718', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 22, 'pitch': -8.71, 'roll': -4.69, 'pres': 171}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 8.84, 'datetime': '2018-10-03 17:37:49.092153', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 22, 'pitch': -8.68, 'roll': -4.09, 'pres': 171}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 9.31, 'datetime': '2018-10-03 17:37:49.114251', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 22, 'pitch': -8.66, 'roll': -3.07, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 9.73, 'datetime': '2018-10-03 17:37:49.136394', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 22, 'pitch': -8.84, 'roll': -1.86, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.31, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 10.16, 'datetime': '2018-10-03 17:37:49.158642', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 22, 'pitch': -9.31, 'roll': -0.36, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.31, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 10.54, 'datetime': '2018-10-03 17:37:49.168778', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 23, 'pitch': -9.9, 'roll': 1.01, 'pres': 173}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.31, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 10.94, 'datetime': '2018-10-03 17:37:49.178380', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 23, 'pitch': -10.38, 'roll': 2.24, 'pres': 173}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 11.35, 'datetime': '2018-10-03 17:37:49.187957', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 23, 'pitch': -10.62, 'roll': 3.37, 'pres': 173}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 11.62, 'datetime': '2018-10-03 17:37:49.197465', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 23, 'pitch': -10.68, 'roll': 4.14, 'pres': 174}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.25, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 109, 'rot0': 102, 'rot3': 28, 'rot2': 64, 'state': 'normal', 'yaw': 11.76, 'datetime': '2018-10-03 17:37:49.207007', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 23, 'pitch': -10.72, 'roll': 4.74, 'pres': 174}
{'lipoC2': 7.27, 'lipoC3S1': 4.15, 'temp': 27.31, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 17:37:49.216313', 'mgs': 0, 'volt': 0.8545, 'depth': 0.851, 'time': 1, 'pitch': -10.78, 'roll': 0.62, 'pres': 175}
