{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.1, 'datetime': '2018-10-05 19:48:36.867548', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 69, 'pitch': -16.88, 'roll': -1.62, 'pres': 169}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 4.97, 'datetime': '2018-10-05 19:48:36.891933', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 70, 'pitch': -16.6, 'roll': -1.54, 'pres': 169}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 4.92, 'datetime': '2018-10-05 19:48:36.915709', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 70, 'pitch': -16.37, 'roll': -1.47, 'pres': 169}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 4.94, 'datetime': '2018-10-05 19:48:36.938828', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 70, 'pitch': -16.38, 'roll': -1.48, 'pres': 169}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.18, 'datetime': '2018-10-05 19:48:36.968653', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 70, 'pitch': -16.74, 'roll': -1.59, 'pres': 169}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.74, 'datetime': '2018-10-05 19:48:36.979691', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 70, 'pitch': -17.22, 'roll': -1.95, 'pres': 168}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 6.09, 'datetime': '2018-10-05 19:48:36.991502', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 70, 'pitch': -17.3, 'roll': -2.1, 'pres': 168}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.95, 'datetime': '2018-10-05 19:48:37.001309', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 70, 'pitch': -17.21, 'roll': -1.74, 'pres': 168}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.83, 'lipoC3S2': 7.81, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.55, 'datetime': '2018-10-05 19:48:37.011023', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 70, 'pitch': -17.21, 'roll': -1.18, 'pres': 167}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.81, 'lipoC3S2': 7.81, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.33, 'datetime': '2018-10-05 19:48:37.020799', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 70, 'pitch': -17.22, 'roll': -0.71, 'pres': 168}
{'lipoC2': 7.82, 'lipoC3S1': 3.91, 'temp': 28.56, 'lipoC3S3': 11.81, 'lipoC3S2': 7.82, 'rot1': 294, 'rot0': 287, 'rot3': 213, 'rot2': 175, 'state': 'normal', 'yaw': 5.41, 'datetime': '2018-10-05 19:48:37.030609', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 70, 'pitch': -17.31, 'roll': -0.54, 'pres': 168}
