{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.38, 'datetime': '2018-10-09 11:57:53.738408', 'mgs': 0, 'volt': 0.8887, 'depth': 1.385, 'time': 1, 'pitch': 11.69, 'roll': -4.5, 'pres': 182}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.34, 'datetime': '2018-10-09 11:57:56.317537', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 5, 'pitch': -7.44, 'roll': -3.66, 'pres': 177}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.81, 'datetime': '2018-10-09 11:57:56.421055', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 5, 'pitch': -7.61, 'roll': -4.24, 'pres': 176}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.78, 'datetime': '2018-10-09 11:57:56.525412', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 6, 'pitch': -7.51, 'roll': -4.02, 'pres': 177}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.25, 'datetime': '2018-10-09 11:57:56.626462', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 6, 'pitch': -7.07, 'roll': -2.85, 'pres': 176}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.26, 'datetime': '2018-10-09 11:57:56.730243', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 6, 'pitch': -6.27, 'roll': -1.41, 'pres': 177}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.13, 'datetime': '2018-10-09 11:57:56.835523', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 6, 'pitch': -5.29, 'roll': -0.03, 'pres': 177}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.08, 'datetime': '2018-10-09 11:57:56.938515', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 6, 'pitch': -4.26, 'roll': 1.11, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.11, 'datetime': '2018-10-09 11:57:57.041698', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 6, 'pitch': -3.7, 'roll': 1.74, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.21, 'datetime': '2018-10-09 11:57:57.144912', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 6, 'pitch': -3.54, 'roll': 2.04, 'pres': 179}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.42, 'datetime': '2018-10-09 11:57:57.248085', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 6, 'pitch': -3.54, 'roll': 2.18, 'pres': 180}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.81, 'datetime': '2018-10-09 11:57:57.351339', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 6, 'pitch': -3.4, 'roll': 2.35, 'pres': 179}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.63, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.5, 'datetime': '2018-10-09 11:57:57.454514', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 6, 'pitch': -3.15, 'roll': 2.6, 'pres': 180}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.49, 'datetime': '2018-10-09 11:57:57.557905', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 7, 'pitch': -3.06, 'roll': 2.93, 'pres': 179}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 7.37, 'datetime': '2018-10-09 11:57:57.660955', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 7, 'pitch': -3.38, 'roll': 3.2, 'pres': 179}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 8.07, 'datetime': '2018-10-09 11:57:57.765477', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 7, 'pitch': -3.81, 'roll': 3.49, 'pres': 179}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 8.52, 'datetime': '2018-10-09 11:57:57.868621', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 7, 'pitch': -4.13, 'roll': 3.81, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 8.54, 'datetime': '2018-10-09 11:57:57.971817', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 7, 'pitch': -4.5, 'roll': 3.96, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 8.16, 'datetime': '2018-10-09 11:57:58.076285', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 7, 'pitch': -5.09, 'roll': 3.97, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.28, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 7.47, 'datetime': '2018-10-09 11:57:58.179519', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 7, 'pitch': -6.19, 'roll': 3.8, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.7, 'datetime': '2018-10-09 11:57:58.282767', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 7, 'pitch': -7.64, 'roll': 3.57, 'pres': 178}
{'lipoC2': 7.57, 'lipoC3S1': 4.14, 'temp': 31.56, 'lipoC3S3': 12.51, 'lipoC3S2': 8.27, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.94, 'datetime': '2018-10-09 11:57:58.385944', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 7, 'pitch': -9.13, 'roll': 3.25, 'pres': 178}
