{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 16.26, 'datetime': '2018-10-05 20:20:00.430810', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 88, 'pitch': -16.39, 'roll': -3.6, 'pres': 166}
{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 16.04, 'datetime': '2018-10-05 20:20:00.453293', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 88, 'pitch': -16.91, 'roll': -3.77, 'pres': 166}
{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.66, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.68, 'datetime': '2018-10-05 20:20:00.475837', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 88, 'pitch': -17.01, 'roll': -3.87, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.56, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.56, 'datetime': '2018-10-05 20:20:00.491392', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.53, 'roll': -4.09, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.56, 'lipoC3S3': 11.56, 'lipoC3S2': 7.66, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.77, 'datetime': '2018-10-05 20:20:00.501220', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.11, 'roll': -4.47, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.56, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.91, 'datetime': '2018-10-05 20:20:00.511048', 'mgs': 0, 'volt': 0.8105, 'depth': 0.165, 'time': 89, 'pitch': -16.37, 'roll': -4.66, 'pres': 166}
{'lipoC2': 7.69, 'lipoC3S1': 3.82, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.95, 'datetime': '2018-10-05 20:20:00.520871', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.87, 'roll': -4.62, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.83, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.93, 'datetime': '2018-10-05 20:20:00.530618', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.78, 'roll': -4.28, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.82, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.61, 'datetime': '2018-10-05 20:20:00.540357', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.7, 'roll': -3.53, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.82, 'temp': 28.63, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.3, 'datetime': '2018-10-05 20:20:00.550087', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.84, 'roll': -2.64, 'pres': 167}
{'lipoC2': 7.69, 'lipoC3S1': 3.82, 'temp': 28.56, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 287, 'rot0': 284, 'rot3': 178, 'rot2': 142, 'state': 'normal', 'yaw': 15.83, 'datetime': '2018-10-05 20:20:00.559865', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 89, 'pitch': -16.64, 'roll': -2.4, 'pres': 167}
