{'lipoC2': 7.29, 'lipoC3S1': 3.83, 'temp': 26.94, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 126.21, 'datetime': '2018-10-09 20:21:09.598075', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 115, 'pitch': -2.08, 'roll': -1.18, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 26.94, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 126.51, 'datetime': '2018-10-09 20:21:12.637100', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 115, 'pitch': -2.47, 'roll': -1.19, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 126.82, 'datetime': '2018-10-09 20:21:12.661279', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -2.93, 'roll': -1.17, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 127.12, 'datetime': '2018-10-09 20:21:12.699890', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 116, 'pitch': -3.31, 'roll': -1.14, 'pres': 185}
{'lipoC2': 7.29, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 127.41, 'datetime': '2018-10-09 20:21:12.719967', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -3.5, 'roll': -1.1, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 127.67, 'datetime': '2018-10-09 20:21:12.737195', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -3.41, 'roll': -1.07, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 127.89, 'datetime': '2018-10-09 20:21:12.753483', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -3.13, 'roll': -1.04, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.08, 'datetime': '2018-10-09 20:21:12.769741', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -2.69, 'roll': -1.01, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.83, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.22, 'datetime': '2018-10-09 20:21:12.785970', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -2.24, 'roll': -0.98, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.56, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.36, 'datetime': '2018-10-09 20:21:12.801981', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -1.77, 'roll': -0.95, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.5, 'datetime': '2018-10-09 20:21:12.818248', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 116, 'pitch': -1.43, 'roll': -0.94, 'pres': 186}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.65, 'datetime': '2018-10-09 20:21:12.834648', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 117, 'pitch': -1.17, 'roll': -0.96, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.82, 'datetime': '2018-10-09 20:21:12.850950', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 117, 'pitch': -1.02, 'roll': -1.03, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 128.98, 'datetime': '2018-10-09 20:21:12.867199', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 117, 'pitch': -1.02, 'roll': -1.12, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.17, 'datetime': '2018-10-09 20:21:12.883634', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 117, 'pitch': -1.18, 'roll': -1.24, 'pres': 185}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.34, 'datetime': '2018-10-09 20:21:12.899870', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 117, 'pitch': -1.44, 'roll': -1.36, 'pres': 186}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.53, 'datetime': '2018-10-09 20:21:12.916040', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 117, 'pitch': -1.75, 'roll': -1.49, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.65, 'datetime': '2018-10-09 20:21:12.932386', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 117, 'pitch': -1.95, 'roll': -1.53, 'pres': 186}
{'lipoC2': 7.28, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.65, 'datetime': '2018-10-09 20:21:12.948692', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 117, 'pitch': -2.0, 'roll': -1.52, 'pres': 185}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.65, 'datetime': '2018-10-09 20:21:12.964950', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 117, 'pitch': -2.04, 'roll': -1.42, 'pres': 185}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 239, 'rot0': 239, 'rot3': 239, 'rot2': 217, 'state': 'normal', 'yaw': 129.64, 'datetime': '2018-10-09 20:21:12.981181', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 117, 'pitch': -2.02, 'roll': -1.32, 'pres': 185}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-09 20:21:12.997188', 'mgs': 0, 'volt': 0.9082, 'depth': 1.691, 'time': 1, 'pitch': -1.07, 'roll': -1.34, 'pres': 186}
{'lipoC2': 7.29, 'lipoC3S1': 3.82, 'temp': 27.0, 'lipoC3S3': 11.55, 'lipoC3S2': 7.65, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.04, 'datetime': '2018-10-09 20:21:13.013144', 'mgs': 0, 'volt': 0.9033, 'depth': 1.614, 'time': 1, 'pitch': -1.06, 'roll': -1.34, 'pres': 185}
