{'lipoC2': 7.82, 'lipoC3S1': 3.9, 'temp': 28.63, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.26, 'datetime': '2018-10-05 19:49:52.466787', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 63, 'pitch': -21.89, 'roll': -1.41, 'pres': 171}
{'lipoC2': 7.81, 'lipoC3S1': 3.9, 'temp': 28.75, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.16, 'datetime': '2018-10-05 19:49:52.489212', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 63, 'pitch': -21.94, 'roll': -1.58, 'pres': 170}
{'lipoC2': 7.82, 'lipoC3S1': 3.9, 'temp': 28.75, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.05, 'datetime': '2018-10-05 19:49:52.511693', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 63, 'pitch': -21.86, 'roll': -1.64, 'pres': 170}
{'lipoC2': 7.82, 'lipoC3S1': 3.9, 'temp': 28.69, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.25, 'datetime': '2018-10-05 19:49:52.534177', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 63, 'pitch': -21.76, 'roll': -1.81, 'pres': 170}
{'lipoC2': 7.82, 'lipoC3S1': 3.9, 'temp': 28.69, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.42, 'datetime': '2018-10-05 19:49:52.551575', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 63, 'pitch': -21.68, 'roll': -1.85, 'pres': 170}
{'lipoC2': 7.81, 'lipoC3S1': 3.9, 'temp': 28.63, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.37, 'datetime': '2018-10-05 19:49:52.561398', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 63, 'pitch': -21.69, 'roll': -1.59, 'pres': 170}
{'lipoC2': 7.81, 'lipoC3S1': 3.9, 'temp': 28.63, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.29, 'datetime': '2018-10-05 19:49:52.572293', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 63, 'pitch': -21.78, 'roll': -1.28, 'pres': 169}
{'lipoC2': 7.81, 'lipoC3S1': 3.9, 'temp': 28.63, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.42, 'datetime': '2018-10-05 19:49:52.582138', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 63, 'pitch': -21.69, 'roll': -1.13, 'pres': 170}
{'lipoC2': 7.81, 'lipoC3S1': 3.9, 'temp': 28.69, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 5.79, 'datetime': '2018-10-05 19:49:52.591982', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 63, 'pitch': -21.26, 'roll': -1.23, 'pres': 169}
{'lipoC2': 7.82, 'lipoC3S1': 3.9, 'temp': 28.69, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 6.22, 'datetime': '2018-10-05 19:49:52.601772', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 64, 'pitch': -20.51, 'roll': -1.38, 'pres': 169}
{'lipoC2': 7.81, 'lipoC3S1': 3.9, 'temp': 28.63, 'lipoC3S3': 11.8, 'lipoC3S2': 7.8, 'rot1': 282, 'rot0': 294, 'rot3': 192, 'rot2': 155, 'state': 'normal', 'yaw': 6.47, 'datetime': '2018-10-05 19:49:52.611566', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 64, 'pitch': -19.9, 'roll': -1.38, 'pres': 168}
