{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.19, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -69.5, 'datetime': '2018-10-09 20:41:53.182132', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 36, 'pitch': -8.0, 'roll': 1.0, 'pres': 179}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.19, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -69.38, 'datetime': '2018-10-09 20:41:56.211553', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 36, 'pitch': -8.19, 'roll': 1.5, 'pres': 179}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.25, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -69.38, 'datetime': '2018-10-09 20:41:56.236589', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 36, 'pitch': -7.88, 'roll': 2.0, 'pres': 179}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.25, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -69.56, 'datetime': '2018-10-09 20:41:56.261355', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 36, 'pitch': -7.13, 'roll': 2.38, 'pres': 179}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.25, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -69.75, 'datetime': '2018-10-09 20:41:56.285952', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 36, 'pitch': -6.25, 'roll': 2.5, 'pres': 179}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.19, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -69.94, 'datetime': '2018-10-09 20:41:56.299789', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 36, 'pitch': -5.63, 'roll': 2.44, 'pres': 179}
{'lipoC2': 7.23, 'lipoC3S1': 3.82, 'temp': 26.19, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -70.13, 'datetime': '2018-10-09 20:41:56.310164', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 36, 'pitch': -5.5, 'roll': 2.06, 'pres': 180}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.38, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -70.19, 'datetime': '2018-10-09 20:41:56.320253', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 37, 'pitch': -5.5, 'roll': 1.44, 'pres': 180}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.38, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -70.38, 'datetime': '2018-10-09 20:41:56.330014', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 37, 'pitch': -5.38, 'roll': 0.63, 'pres': 180}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.25, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -70.56, 'datetime': '2018-10-09 20:41:56.339764', 'mgs': 0, 'volt': 0.8838, 'depth': 1.309, 'time': 37, 'pitch': -5.38, 'roll': 0.0, 'pres': 181}
{'lipoC2': 7.23, 'lipoC3S1': 3.81, 'temp': 26.25, 'lipoC3S3': 11.52, 'lipoC3S2': 7.63, 'rot1': 102, 'rot0': 106, 'rot3': 42, 'rot2': 39, 'state': 'normal', 'yaw': -70.81, 'datetime': '2018-10-09 20:41:56.349505', 'mgs': 0, 'volt': 0.8838, 'depth': 1.309, 'time': 37, 'pitch': -5.44, 'roll': -0.63, 'pres': 181}
