{'lipoC2': 0.0, 'lipoC3S1': 4.01, 'temp': 26.19, 'lipoC3S3': 12.12, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.86, 'datetime': '2018-10-03 18:02:51.152323', 'mgs': 0, 'volt': 1.0596, 'depth': 4.056, 'time': 50, 'pitch': -7.76, 'roll': -1.09, 'pres': 217}
{'lipoC2': 0.0, 'lipoC3S1': 4.01, 'temp': 26.19, 'lipoC3S3': 12.13, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.86, 'datetime': '2018-10-03 18:02:51.174918', 'mgs': 0, 'volt': 1.0742, 'depth': 4.285, 'time': 50, 'pitch': -7.61, 'roll': -1.1, 'pres': 220}
{'lipoC2': 0.02, 'lipoC3S1': 4.01, 'temp': 26.19, 'lipoC3S3': 12.13, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.85, 'datetime': '2018-10-03 18:02:51.197379', 'mgs': 0, 'volt': 1.0645, 'depth': 4.132, 'time': 50, 'pitch': -7.44, 'roll': -1.01, 'pres': 218}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 26.19, 'lipoC3S3': 12.13, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.83, 'datetime': '2018-10-03 18:02:51.219641', 'mgs': 0, 'volt': 1.0596, 'depth': 4.056, 'time': 50, 'pitch': -7.31, 'roll': -0.93, 'pres': 217}
{'lipoC2': 0.0, 'lipoC3S1': 3.98, 'temp': 26.25, 'lipoC3S3': 12.14, 'lipoC3S2': 7.99, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.82, 'datetime': '2018-10-03 18:02:51.242003', 'mgs': 0, 'volt': 1.0645, 'depth': 4.132, 'time': 51, 'pitch': -7.17, 'roll': -0.88, 'pres': 218}
{'lipoC2': 0.0, 'lipoC3S1': 4.01, 'temp': 26.25, 'lipoC3S3': 12.12, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.81, 'datetime': '2018-10-03 18:02:51.264287', 'mgs': 0, 'volt': 1.04, 'depth': 3.751, 'time': 51, 'pitch': -7.04, 'roll': -0.81, 'pres': 213}
{'lipoC2': 0.0, 'lipoC3S1': 4.01, 'temp': 26.19, 'lipoC3S3': 12.13, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.81, 'datetime': '2018-10-03 18:02:51.281606', 'mgs': 0, 'volt': 1.0645, 'depth': 4.132, 'time': 51, 'pitch': -7.0, 'roll': -0.85, 'pres': 218}
{'lipoC2': 0.0, 'lipoC3S1': 4.01, 'temp': 26.19, 'lipoC3S3': 12.13, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.8, 'datetime': '2018-10-03 18:02:51.291338', 'mgs': 0, 'volt': 1.0596, 'depth': 4.056, 'time': 51, 'pitch': -6.95, 'roll': -0.84, 'pres': 217}
{'lipoC2': 0.0, 'lipoC3S1': 4.0, 'temp': 26.19, 'lipoC3S3': 12.13, 'lipoC3S2': 8.02, 'rot1': 303, 'rot0': 303, 'rot3': 157, 'rot2': 142, 'state': 'normal', 'yaw': 14.79, 'datetime': '2018-10-03 18:02:51.301086', 'mgs': 0, 'volt': 1.0693, 'depth': 4.208, 'time': 51, 'pitch': -6.91, 'roll': -0.91, 'pres': 219}
{'lipoC2': 0.01, 'lipoC3S1': 4.01, 'temp': 26.25, 'lipoC3S3': 12.13, 'lipoC3S2': 8.05, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 18:02:51.310481', 'mgs': 0, 'volt': 1.0498, 'depth': 3.903, 'time': 1, 'pitch': -7.73, 'roll': -1.45, 'pres': 215}
{'lipoC2': 0.0, 'lipoC3S1': 4.01, 'temp': 26.25, 'lipoC3S3': 12.14, 'lipoC3S2': 8.05, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.18, 'datetime': '2018-10-03 18:02:51.388503', 'mgs': 0, 'volt': 1.0693, 'depth': 4.208, 'time': 1, 'pitch': -7.85, 'roll': -1.46, 'pres': 219}
