{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 185, 'rot0': 190, 'rot3': 76, 'rot2': 71, 'state': 'normal', 'yaw': 176.7, 'datetime': '2018-10-03 17:17:31.401554', 'mgs': 1, 'volt': 0.874, 'depth': 1.157, 'time': 96, 'pitch': -9.75, 'roll': 2.49, 'pres': 179}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 17:17:37.434515', 'mgs': 1, 'volt': 0.8936, 'depth': 1.462, 'time': 1, 'pitch': -8.25, 'roll': -0.07, 'pres': 183}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.0, 'datetime': '2018-10-03 17:17:37.464848', 'mgs': 1, 'volt': 0.8936, 'depth': 1.462, 'time': 1, 'pitch': -7.88, 'roll': 0.13, 'pres': 183}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.02, 'datetime': '2018-10-03 17:17:37.495366', 'mgs': 1, 'volt': 0.8984, 'depth': 1.538, 'time': 1, 'pitch': -7.56, 'roll': 0.39, 'pres': 184}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.02, 'datetime': '2018-10-03 17:17:37.525616', 'mgs': 1, 'volt': 0.8984, 'depth': 1.538, 'time': 1, 'pitch': -7.29, 'roll': 0.7, 'pres': 184}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-03 17:17:37.542185', 'mgs': 1, 'volt': 0.8984, 'depth': 1.538, 'time': 1, 'pitch': -7.13, 'roll': 1.02, 'pres': 184}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-03 17:17:37.557949', 'mgs': 1, 'volt': 0.9033, 'depth': 1.614, 'time': 1, 'pitch': -7.09, 'roll': 1.37, 'pres': 185}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 17:17:37.573925', 'mgs': 1, 'volt': 0.9277, 'depth': 1.996, 'time': 1, 'pitch': -8.39, 'roll': 0.64, 'pres': 190}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 17:17:37.589794', 'mgs': 1, 'volt': 0.9326, 'depth': 2.072, 'time': 1, 'pitch': -8.35, 'roll': 0.39, 'pres': 191}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 17:17:37.605770', 'mgs': 1, 'volt': 0.9326, 'depth': 2.072, 'time': 1, 'pitch': -8.3, 'roll': 0.21, 'pres': 191}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 17:17:37.621568', 'mgs': 1, 'volt': 0.9375, 'depth': 2.148, 'time': 1, 'pitch': -8.22, 'roll': 0.05, 'pres': 192}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 17:17:37.637605', 'mgs': 1, 'volt': 0.9375, 'depth': 2.148, 'time': 1, 'pitch': -8.08, 'roll': -0.09, 'pres': 192}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 17:17:37.653377', 'mgs': 1, 'volt': 0.9424, 'depth': 2.225, 'time': 1, 'pitch': -7.87, 'roll': -0.15, 'pres': 193}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.02, 'datetime': '2018-10-03 17:17:37.669336', 'mgs': 1, 'volt': 0.9424, 'depth': 2.225, 'time': 1, 'pitch': -7.63, 'roll': -0.16, 'pres': 193}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.02, 'datetime': '2018-10-03 17:17:37.685913', 'mgs': 1, 'volt': 0.9473, 'depth': 2.301, 'time': 1, 'pitch': -7.37, 'roll': -0.12, 'pres': 194}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.02, 'datetime': '2018-10-03 17:17:37.703507', 'mgs': 1, 'volt': 0.9521, 'depth': 2.377, 'time': 2, 'pitch': -7.13, 'roll': 0.03, 'pres': 195}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 17:17:37.720092', 'mgs': 1, 'volt': 0.9521, 'depth': 2.377, 'time': 2, 'pitch': -6.96, 'roll': 0.21, 'pres': 195}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.0, 'datetime': '2018-10-03 17:17:37.736167', 'mgs': 1, 'volt': 0.957, 'depth': 2.454, 'time': 2, 'pitch': -6.85, 'roll': 0.41, 'pres': 196}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 26.19, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-03 17:17:37.751896', 'mgs': 1, 'volt': 0.9619, 'depth': 2.53, 'time': 2, 'pitch': -6.79, 'roll': 0.6, 'pres': 197}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-03 17:17:37.767882', 'mgs': 1, 'volt': 0.9619, 'depth': 2.53, 'time': 2, 'pitch': -6.8, 'roll': 0.78, 'pres': 197}
{'lipoC2': 0.0, 'lipoC3S1': 3.96, 'temp': 26.13, 'lipoC3S3': 11.97, 'lipoC3S2': 7.91, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-03 17:17:37.783749', 'mgs': 1, 'volt': 0.9668, 'depth': 2.606, 'time': 2, 'pitch': -6.8, 'roll': 0.9, 'pres': 198}
