{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 26.94, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 165.94, 'datetime': '2018-10-09 20:02:25.577650', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.68, 'roll': 1.53, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 26.94, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.0, 'datetime': '2018-10-09 20:02:28.606043', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.69, 'roll': 1.53, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 26.94, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.08, 'datetime': '2018-10-09 20:02:31.649574', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.69, 'roll': 1.53, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 26.94, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.13, 'datetime': '2018-10-09 20:02:31.680949', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.69, 'roll': 1.52, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 26.94, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.2, 'datetime': '2018-10-09 20:02:31.712302', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.69, 'roll': 1.52, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 26.94, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.28, 'datetime': '2018-10-09 20:02:31.743889', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.69, 'roll': 1.52, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.0, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.37, 'datetime': '2018-10-09 20:02:31.773466', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.7, 'roll': 1.52, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.0, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.44, 'datetime': '2018-10-09 20:02:31.789866', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 55, 'pitch': -1.69, 'roll': 1.51, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.0, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.52, 'datetime': '2018-10-09 20:02:31.806158', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 56, 'pitch': -1.69, 'roll': 1.51, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.0, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.61, 'datetime': '2018-10-09 20:02:31.822408', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 56, 'pitch': -1.69, 'roll': 1.51, 'pres': 199}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.0, 'lipoC3S3': 11.64, 'lipoC3S2': 7.71, 'rot1': 239, 'rot0': 238, 'rot3': 268, 'rot2': 220, 'state': 'normal', 'yaw': 166.7, 'datetime': '2018-10-09 20:02:31.838940', 'mgs': 0, 'volt': 0.9717, 'depth': 2.682, 'time': 56, 'pitch': -1.7, 'roll': 1.51, 'pres': 199}
