{'lipoC2': 7.28, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.22, 'datetime': '2018-10-09 23:50:26.487212', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 1, 'pitch': -2.7, 'roll': 3.4, 'pres': 172}
{'lipoC2': 7.28, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.6, 'datetime': '2018-10-09 23:50:26.508844', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 1, 'pitch': -1.5, 'roll': 3.29, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.61, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.84, 'datetime': '2018-10-09 23:50:26.530497', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 1, 'pitch': -0.32, 'roll': 2.98, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.1, 'datetime': '2018-10-09 23:50:26.552176', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 1, 'pitch': 0.59, 'roll': 2.63, 'pres': 173}
{'lipoC2': 7.28, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.19, 'datetime': '2018-10-09 23:50:26.571456', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 1, 'pitch': 0.56, 'roll': 2.63, 'pres': 173}
{'lipoC2': 7.28, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.99, 'datetime': '2018-10-09 23:50:26.580920', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 1, 'pitch': -0.04, 'roll': 3.0, 'pres': 173}
{'lipoC2': 7.28, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 7.49, 'datetime': '2018-10-09 23:50:26.590382', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 1, 'pitch': -0.74, 'roll': 3.55, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 7.76, 'datetime': '2018-10-09 23:50:26.599802', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 2, 'pitch': -1.02, 'roll': 4.0, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 7.94, 'datetime': '2018-10-09 23:50:26.609196', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 2, 'pitch': -0.83, 'roll': 4.15, 'pres': 172}
{'lipoC2': 7.28, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.61, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 8.15, 'datetime': '2018-10-09 23:50:26.618581', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 2, 'pitch': -0.12, 'roll': 4.02, 'pres': 172}
{'lipoC2': 7.27, 'lipoC3S1': 3.8, 'temp': 30.31, 'lipoC3S3': 11.47, 'lipoC3S2': 7.6, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 8.5, 'datetime': '2018-10-09 23:50:26.627966', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 2, 'pitch': 0.73, 'roll': 3.8, 'pres': 171}
