{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.69, 'lipoC3S3': 11.93, 'lipoC3S2': 7.89, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -27.68, 'datetime': '2018-10-03 18:00:25.920801', 'mgs': 0, 'volt': 1.04, 'depth': 3.751, 'time': 688, 'pitch': -7.74, 'roll': 0.84, 'pres': 213}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.63, 'lipoC3S3': 11.93, 'lipoC3S2': 7.89, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -28.09, 'datetime': '2018-10-03 18:00:25.943970', 'mgs': 0, 'volt': 1.04, 'depth': 3.751, 'time': 688, 'pitch': -7.42, 'roll': 0.89, 'pres': 213}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.63, 'lipoC3S3': 11.93, 'lipoC3S2': 7.89, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -28.42, 'datetime': '2018-10-03 18:00:25.967325', 'mgs': 0, 'volt': 1.0449, 'depth': 3.827, 'time': 689, 'pitch': -7.1, 'roll': 0.92, 'pres': 214}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.63, 'lipoC3S3': 11.93, 'lipoC3S2': 7.88, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -28.79, 'datetime': '2018-10-03 18:00:25.986672', 'mgs': 0, 'volt': 1.0449, 'depth': 3.827, 'time': 689, 'pitch': -6.74, 'roll': 0.85, 'pres': 214}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.75, 'lipoC3S3': 11.93, 'lipoC3S2': 7.88, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -29.11, 'datetime': '2018-10-03 18:00:25.996826', 'mgs': 0, 'volt': 1.0498, 'depth': 3.903, 'time': 689, 'pitch': -6.42, 'roll': 0.74, 'pres': 215}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.75, 'lipoC3S3': 11.93, 'lipoC3S2': 7.88, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -29.43, 'datetime': '2018-10-03 18:00:26.006762', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 689, 'pitch': -6.13, 'roll': 0.59, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.69, 'lipoC3S3': 11.93, 'lipoC3S2': 7.89, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -29.77, 'datetime': '2018-10-03 18:00:26.016721', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 689, 'pitch': -5.87, 'roll': 0.39, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.69, 'lipoC3S3': 11.93, 'lipoC3S2': 7.88, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -30.06, 'datetime': '2018-10-03 18:00:26.026668', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 689, 'pitch': -5.71, 'roll': 0.2, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.75, 'lipoC3S3': 11.93, 'lipoC3S2': 7.88, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -30.23, 'datetime': '2018-10-03 18:00:26.036687', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 689, 'pitch': -5.99, 'roll': -0.39, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.75, 'lipoC3S3': 11.93, 'lipoC3S2': 7.88, 'rot1': 319, 'rot0': 330, 'rot3': 204, 'rot2': 194, 'state': 'normal', 'yaw': -30.23, 'datetime': '2018-10-03 18:00:26.047440', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 689, 'pitch': -7.04, 'roll': -0.55, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.69, 'lipoC3S3': 11.94, 'lipoC3S2': 7.89, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 18:00:26.057129', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 1, 'pitch': -7.17, 'roll': 0.62, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.69, 'lipoC3S3': 11.97, 'lipoC3S2': 7.89, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.0, 'datetime': '2018-10-03 18:00:26.067910', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 1, 'pitch': -7.05, 'roll': 0.68, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.94, 'temp': 25.69, 'lipoC3S3': 11.94, 'lipoC3S2': 7.88, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 18:00:26.077532', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 1, 'pitch': -7.01, 'roll': 0.54, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.88, 'lipoC3S2': 7.89, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-03 18:00:26.169645', 'mgs': 0, 'volt': 1.0498, 'depth': 3.903, 'time': 1, 'pitch': -7.01, 'roll': 0.29, 'pres': 215}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.94, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 18:00:26.272833', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 1, 'pitch': -7.04, 'roll': -0.03, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.94, 'lipoC3S2': 7.89, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 18:00:26.375958', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 1, 'pitch': -7.13, 'roll': -0.3, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.96, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.0, 'datetime': '2018-10-03 18:00:26.480336', 'mgs': 0, 'volt': 1.0498, 'depth': 3.903, 'time': 1, 'pitch': -7.27, 'roll': -0.56, 'pres': 215}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.96, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 18:00:26.583483', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 1, 'pitch': -7.45, 'roll': -0.81, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.96, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-03 18:00:26.686661', 'mgs': 0, 'volt': 1.0547, 'depth': 3.979, 'time': 2, 'pitch': -7.62, 'roll': -0.96, 'pres': 216}
{'lipoC2': 0.0, 'lipoC3S1': 3.95, 'temp': 25.69, 'lipoC3S3': 11.94, 'lipoC3S2': 7.9, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.01, 'datetime': '2018-10-03 18:00:26.798074', 'mgs': 0, 'volt': 1.0596, 'depth': 4.056, 'time': 2, 'pitch': -7.79, 'roll': -1.04, 'pres': 217}
