{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.19, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': -0.35, 'datetime': '2018-10-09 13:19:05.457708', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 123, 'pitch': 2.43, 'roll': -1.81, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.19, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 0.22, 'datetime': '2018-10-09 13:19:05.481551', 'mgs': 0, 'volt': 0.9473, 'depth': 2.301, 'time': 124, 'pitch': 1.75, 'roll': -1.84, 'pres': 194}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.25, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 0.6, 'datetime': '2018-10-09 13:19:05.505395', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 124, 'pitch': 1.19, 'roll': -1.85, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.25, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 0.75, 'datetime': '2018-10-09 13:19:05.528341', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 124, 'pitch': 1.04, 'roll': -1.8, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.25, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 0.74, 'datetime': '2018-10-09 13:19:05.548583', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 124, 'pitch': 1.19, 'roll': -1.67, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.25, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 0.85, 'datetime': '2018-10-09 13:19:05.558336', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 124, 'pitch': 1.59, 'roll': -1.52, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.31, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 1.25, 'datetime': '2018-10-09 13:19:05.568062', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 124, 'pitch': 2.1, 'roll': -1.44, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.31, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 2.08, 'datetime': '2018-10-09 13:19:05.577765', 'mgs': 0, 'volt': 0.957, 'depth': 2.454, 'time': 124, 'pitch': 2.6, 'roll': -1.36, 'pres': 196}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.31, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 3.32, 'datetime': '2018-10-09 13:19:05.587499', 'mgs': 0, 'volt': 0.957, 'depth': 2.454, 'time': 124, 'pitch': 2.46, 'roll': -1.42, 'pres': 196}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.31, 'lipoC3S3': 11.98, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 4.8, 'datetime': '2018-10-09 13:19:05.597192', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 124, 'pitch': 1.58, 'roll': -1.66, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.31, 'lipoC3S3': 11.97, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 6.25, 'datetime': '2018-10-09 13:19:05.606897', 'mgs': 0, 'volt': 0.9521, 'depth': 2.377, 'time': 125, 'pitch': 0.13, 'roll': -1.95, 'pres': 195}
{'lipoC2': 7.39, 'lipoC3S1': 3.96, 'temp': 30.25, 'lipoC3S3': 11.97, 'lipoC3S2': 7.92, 'rot1': 70, 'rot0': 67, 'rot3': 24, 'rot2': 21, 'state': 'normal', 'yaw': 7.39, 'datetime': '2018-10-09 13:19:05.616629', 'mgs': 0, 'volt': 0.9473, 'depth': 2.301, 'time': 125, 'pitch': -1.35, 'roll': -2.2, 'pres': 194}
