{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.38, 'lipoC3S3': 11.87, 'lipoC3S2': 7.85, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 16.65, 'datetime': '2018-10-05 19:45:31.828434', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -24.35, 'roll': 13.55, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.5, 'lipoC3S3': 11.87, 'lipoC3S2': 7.85, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 16.69, 'datetime': '2018-10-05 19:45:31.852468', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -24.37, 'roll': 13.54, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.5, 'lipoC3S3': 11.87, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 16.5, 'datetime': '2018-10-05 19:45:31.875219', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 56, 'pitch': -24.49, 'roll': 13.71, 'pres': 168}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.5, 'lipoC3S3': 11.87, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 16.27, 'datetime': '2018-10-05 19:45:31.885665', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -24.76, 'roll': 13.87, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.44, 'lipoC3S3': 11.87, 'lipoC3S2': 7.85, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 16.14, 'datetime': '2018-10-05 19:45:31.896031', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -25.24, 'roll': 13.92, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.44, 'lipoC3S3': 11.87, 'lipoC3S2': 7.85, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 15.97, 'datetime': '2018-10-05 19:45:31.906444', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -25.88, 'roll': 13.89, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.5, 'lipoC3S3': 11.87, 'lipoC3S2': 7.85, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 15.87, 'datetime': '2018-10-05 19:45:31.916552', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 56, 'pitch': -26.25, 'roll': 13.85, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.93, 'temp': 28.5, 'lipoC3S3': 11.87, 'lipoC3S2': 7.85, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 15.86, 'datetime': '2018-10-05 19:45:31.926412', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -26.25, 'roll': 13.79, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 15.89, 'datetime': '2018-10-05 19:45:31.936208', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -26.12, 'roll': 13.79, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 15.68, 'datetime': '2018-10-05 19:45:31.945939', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -26.14, 'roll': 14.0, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 15.3, 'datetime': '2018-10-05 19:45:31.955699', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -26.53, 'roll': 14.34, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.87, 'datetime': '2018-10-05 19:45:31.965466', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -27.31, 'roll': 14.68, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.66, 'datetime': '2018-10-05 19:45:31.975301', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -27.87, 'roll': 14.8, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.63, 'datetime': '2018-10-05 19:45:31.985129', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -27.99, 'roll': 14.82, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.87, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.68, 'datetime': '2018-10-05 19:45:32.002035', 'mgs': 0, 'volt': 0.8154, 'depth': 0.241, 'time': 57, 'pitch': -27.8, 'roll': 14.87, 'pres': 167}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.62, 'datetime': '2018-10-05 19:45:32.011891', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 57, 'pitch': -27.68, 'roll': 15.07, 'pres': 168}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.32, 'datetime': '2018-10-05 19:45:32.021769', 'mgs': 0, 'volt': 0.8203, 'depth': 0.317, 'time': 57, 'pitch': -27.74, 'roll': 15.48, 'pres': 168}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 14.01, 'datetime': '2018-10-05 19:45:32.031684', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 58, 'pitch': -27.85, 'roll': 15.81, 'pres': 169}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.5, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 13.78, 'datetime': '2018-10-05 19:45:32.041621', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 58, 'pitch': -27.94, 'roll': 15.99, 'pres': 169}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.5, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 13.72, 'datetime': '2018-10-05 19:45:32.051551', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 58, 'pitch': -27.93, 'roll': 15.99, 'pres': 169}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.87, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 13.74, 'datetime': '2018-10-05 19:45:32.061434', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 58, 'pitch': -27.89, 'roll': 15.9, 'pres': 169}
{'lipoC2': 7.83, 'lipoC3S1': 3.92, 'temp': 28.44, 'lipoC3S3': 11.85, 'lipoC3S2': 7.84, 'rot1': 287, 'rot0': 293, 'rot3': 219, 'rot2': 180, 'state': 'normal', 'yaw': 13.71, 'datetime': '2018-10-05 19:45:32.071340', 'mgs': 0, 'volt': 0.8252, 'depth': 0.394, 'time': 58, 'pitch': -27.95, 'roll': 15.77, 'pres': 169}
