{'lipoC2': 0.0, 'lipoC3S1': 4.05, 'temp': 26.25, 'lipoC3S3': 12.23, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -22.55, 'datetime': '2018-10-03 16:37:05.067734', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 1321, 'pitch': -5.73, 'roll': 6.63, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.37, 'datetime': '2018-10-03 16:37:05.371472', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 3, 'pitch': -5.5, 'roll': 6.45, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.39, 'datetime': '2018-10-03 16:37:05.381431', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 3, 'pitch': -5.36, 'roll': 6.5, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.4, 'datetime': '2018-10-03 16:37:05.391411', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 3, 'pitch': -5.22, 'roll': 6.6, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.41, 'datetime': '2018-10-03 16:37:05.401606', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 3, 'pitch': -5.13, 'roll': 6.72, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.41, 'datetime': '2018-10-03 16:37:05.411630', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.11, 'roll': 6.88, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.41, 'datetime': '2018-10-03 16:37:05.421634', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.13, 'roll': 7.03, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.4, 'datetime': '2018-10-03 16:37:05.431592', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.23, 'roll': 7.19, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.39, 'datetime': '2018-10-03 16:37:05.441571', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.36, 'roll': 7.31, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.37, 'datetime': '2018-10-03 16:37:05.451516', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.49, 'roll': 7.25, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.36, 'datetime': '2018-10-03 16:37:05.461499', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.59, 'roll': 7.17, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.35, 'datetime': '2018-10-03 16:37:05.471441', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.62, 'roll': 7.08, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.35, 'datetime': '2018-10-03 16:37:05.481442', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.62, 'roll': 6.98, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.35, 'datetime': '2018-10-03 16:37:05.491419', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.62, 'roll': 6.88, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.35, 'datetime': '2018-10-03 16:37:05.501396', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 4, 'pitch': -5.63, 'roll': 6.79, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.34, 'datetime': '2018-10-03 16:37:05.511378', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 5, 'pitch': -5.71, 'roll': 6.71, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.33, 'datetime': '2018-10-03 16:37:05.521350', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 5, 'pitch': -5.78, 'roll': 6.66, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.33, 'datetime': '2018-10-03 16:37:05.531517', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 5, 'pitch': -5.81, 'roll': 6.61, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.33, 'datetime': '2018-10-03 16:37:05.541527', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 5, 'pitch': -5.75, 'roll': 6.44, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.34, 'datetime': '2018-10-03 16:37:05.551513', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 5, 'pitch': -5.65, 'roll': 6.34, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.36, 'datetime': '2018-10-03 16:37:05.561483', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 5, 'pitch': -5.54, 'roll': 6.33, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.37, 'datetime': '2018-10-03 16:37:05.571457', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 5, 'pitch': -5.42, 'roll': 6.33, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.35, 'datetime': '2018-10-03 16:37:05.581460', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 5, 'pitch': -5.31, 'roll': 6.33, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.23, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.29, 'datetime': '2018-10-03 16:37:05.591530', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 5, 'pitch': -5.25, 'roll': 6.34, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.2, 'datetime': '2018-10-03 16:37:05.601495', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 6, 'pitch': -5.24, 'roll': 6.35, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.13, 'datetime': '2018-10-03 16:37:05.611479', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 6, 'pitch': -5.25, 'roll': 6.35, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.04, 'datetime': '2018-10-03 16:37:05.621454', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 6, 'pitch': -5.35, 'roll': 6.36, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.04, 'datetime': '2018-10-03 16:37:05.631456', 'mgs': 0, 'volt': 1.0254, 'depth': 3.522, 'time': 6, 'pitch': -5.5, 'roll': 6.37, 'pres': 210}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.09, 'datetime': '2018-10-03 16:37:05.641438', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 6, 'pitch': -5.66, 'roll': 6.37, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.11, 'datetime': '2018-10-03 16:37:05.651400', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 6, 'pitch': -5.82, 'roll': 6.38, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.13, 'datetime': '2018-10-03 16:37:05.661337', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 6, 'pitch': -5.94, 'roll': 6.38, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.13, 'datetime': '2018-10-03 16:37:05.671456', 'mgs': 0, 'volt': 1.0205, 'depth': 3.445, 'time': 6, 'pitch': -5.97, 'roll': 6.38, 'pres': 209}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.13, 'datetime': '2018-10-03 16:37:05.681472', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 6, 'pitch': -5.97, 'roll': 6.38, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.25, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.17, 'datetime': '2018-10-03 16:37:05.691468', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 6, 'pitch': -5.86, 'roll': 6.41, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.58, 'datetime': '2018-10-03 16:37:05.701441', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 7, 'pitch': -5.59, 'roll': 6.56, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -1.43, 'datetime': '2018-10-03 16:37:05.711422', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 7, 'pitch': -5.8, 'roll': 6.78, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -2.44, 'datetime': '2018-10-03 16:37:05.721426', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 7, 'pitch': -5.83, 'roll': 6.88, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -3.42, 'datetime': '2018-10-03 16:37:05.731418', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 7, 'pitch': -5.5, 'roll': 6.97, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -4.47, 'datetime': '2018-10-03 16:37:05.741379', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 7, 'pitch': -4.98, 'roll': 7.07, 'pres': 208}
{'lipoC2': 0.0, 'lipoC3S1': 4.04, 'temp': 26.19, 'lipoC3S3': 12.22, 'lipoC3S2': 8.09, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -5.42, 'datetime': '2018-10-03 16:37:05.751420', 'mgs': 0, 'volt': 1.0156, 'depth': 3.369, 'time': 7, 'pitch': -4.21, 'roll': 7.09, 'pres': 208}
